,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_dl_allowance,param_k,param_prune_size,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
76,17.284181785583495,6.9827062409847365,0.7766060590744018,0.2653273023958981,128,5,0.4,69,"{'dl_allowance': 128, 'k': 5, 'prune_size': 0.4, 'random_state': 69}",0.7975206611570248,0.7933884297520661,0.7551867219917012,0.8174273858921162,0.7966804979253111,0.7717842323651453,0.8464730290456431,0.8547717842323651,0.7800829875518672,0.8381742738589212,0.805149000377216,0.03149203642464973,37
91,16.158351278305055,5.1068575392479945,0.720299220085144,0.2140123105588124,160,3,0.4,69,"{'dl_allowance': 160, 'k': 3, 'prune_size': 0.4, 'random_state': 69}",0.7975206611570248,0.7933884297520661,0.7551867219917012,0.8174273858921162,0.7966804979253111,0.7717842323651453,0.8464730290456431,0.8547717842323651,0.7800829875518672,0.8381742738589212,0.805149000377216,0.03149203642464973,37
116,17.38612277507782,6.846516811327359,0.739929461479187,0.2544884597556508,200,5,0.4,69,"{'dl_allowance': 200, 'k': 5, 'prune_size': 0.4, 'random_state': 69}",0.7975206611570248,0.7933884297520661,0.7551867219917012,0.8174273858921162,0.7966804979253111,0.7717842323651453,0.8464730290456431,0.8547717842323651,0.7800829875518672,0.8381742738589212,0.805149000377216,0.03149203642464973,37
71,16.60312683582306,5.400430642563371,0.7310369968414306,0.27133335937446723,128,3,0.4,69,"{'dl_allowance': 128, 'k': 3, 'prune_size': 0.4, 'random_state': 69}",0.7975206611570248,0.7933884297520661,0.7551867219917012,0.8174273858921162,0.7966804979253111,0.7717842323651453,0.8464730290456431,0.8547717842323651,0.7800829875518672,0.8381742738589212,0.805149000377216,0.03149203642464973,37
46,8.83664779663086,2.5429897133512065,0.7602171897888184,0.30976724951233575,64,1,0.4,69,"{'dl_allowance': 64, 'k': 1, 'prune_size': 0.4, 'random_state': 69}",0.7975206611570248,0.7933884297520661,0.7302904564315352,0.8174273858921162,0.7966804979253111,0.7717842323651453,0.8423236514522822,0.8796680497925311,0.7800829875518672,0.8381742738589212,0.8047340626178799,0.039734470644341574,43
26,8.340212202072143,2.74168316108074,0.7335227727890015,0.27890742939321284,32,1,0.4,69,"{'dl_allowance': 32, 'k': 1, 'prune_size': 0.4, 'random_state': 69}",0.7975206611570248,0.7933884297520661,0.7302904564315352,0.8174273858921162,0.7883817427385892,0.7717842323651453,0.8423236514522822,0.8796680497925311,0.7800829875518672,0.8381742738589212,0.8039041870992077,0.039979911332158766,44
56,15.697594356536865,8.071393941195591,0.7306076765060425,0.2848988026823052,64,5,0.4,69,"{'dl_allowance': 64, 'k': 5, 'prune_size': 0.4, 'random_state': 69}",0.7975206611570248,0.7933884297520661,0.7302904564315352,0.8174273858921162,0.7966804979253111,0.7717842323651453,0.8464730290456431,0.8547717842323651,0.7800829875518672,0.8381742738589212,0.8026593738211995,0.036004268521976905,45
51,14.921568894386292,6.306768547665502,0.7479871034622192,0.2633749618585624,64,3,0.4,69,"{'dl_allowance': 64, 'k': 3, 'prune_size': 0.4, 'random_state': 69}",0.7975206611570248,0.7933884297520661,0.7302904564315352,0.8174273858921162,0.7966804979253111,0.7717842323651453,0.8464730290456431,0.8547717842323651,0.7800829875518672,0.8381742738589212,0.8026593738211995,0.036004268521976905,45
36,15.268334436416627,8.390324090054461,0.7036290884017944,0.2387937117281728,32,5,0.4,69,"{'dl_allowance': 32, 'k': 5, 'prune_size': 0.4, 'random_state': 69}",0.7975206611570248,0.7933884297520661,0.7302904564315352,0.8174273858921162,0.7883817427385892,0.7717842323651453,0.8464730290456431,0.8547717842323651,0.7800829875518672,0.8381742738589212,0.8018294983025273,0.03622746247891777,47
31,14.896734690666198,6.931096346528771,0.745003056526184,0.24206029849044533,32,3,0.4,69,"{'dl_allowance': 32, 'k': 3, 'prune_size': 0.4, 'random_state': 69}",0.7975206611570248,0.7933884297520661,0.7302904564315352,0.8174273858921162,0.7883817427385892,0.7717842323651453,0.8464730290456431,0.8547717842323651,0.7800829875518672,0.8381742738589212,0.8018294983025273,0.03622746247891777,47
0,3.1787901639938356,0.6052564089492656,0.8637262344360351,0.24966369126116578,16,0,0.2,69,"{'dl_allowance': 16, 'k': 0, 'prune_size': 0.2, 'random_state': 69}",0.7603305785123967,0.7727272727272727,0.7634854771784232,0.7966804979253111,0.8091286307053942,0.7966804979253111,0.8257261410788381,0.8174273858921162,0.8589211618257261,0.7925311203319502,0.799363876410274,0.028714341666770796,49
5,6.722888851165772,1.968417438126435,0.7866726875305176,0.14230404688755213,16,1,0.2,69,"{'dl_allowance': 16, 'k': 1, 'prune_size': 0.2, 'random_state': 69}",0.7603305785123967,0.7272727272727273,0.7634854771784232,0.8174273858921162,0.8174273858921162,0.7925311203319502,0.8008298755186722,0.8132780082987552,0.8630705394190872,0.7925311203319502,0.7948184218648195,0.035779358689216154,50
