,rank,ht,age,tourPlayed,maxAceSvpt,avgDfSvpt,1sv2svWon,bpS_bpF,win_ratio
758,598.0,186.54,23.0,5,1.01,5.39,58.8,56.13,40.0
759,203.0,198.0,37.0,6,3.04,5.13,61.56,51.35,50.0
760,886.5,187.0,26.0,10,2.15,6.36,59.34,56.83,45.0
761,46.0,193.0,27.0,92,8.71,5.26,60.28,55.74,60.91
762,602.91,186.54,21.0,5,2.54,9.02,55.91,54.01,54.55
763,221.0,173.92,25.0,13,6.66,14.09,50.71,36.22,6.25
764,781.0,173.92,22.0,6,0.03,1.91,48.79,64.49,16.67
765,856.0,173.92,22.0,6,1.28,6.87,49.16,40.56,12.5
766,883.0,186.54,31.0,69,10.59,4.92,58.98,56.3,42.21
767,296.0,173.92,21.0,1,0.51,2.61,50.82,52.16,20.0
768,460.0,173.92,23.0,24,3.25,7.74,49.57,41.63,41.67
769,218.0,173.92,23.0,5,0.36,7.24,46.73,31.1,16.67
770,57.0,181.0,30.0,58,3.93,6.81,53.51,48.51,51.05
771,370.0,173.92,29.0,30,3.51,5.4,51.92,49.0,43.59
772,243.0,173.92,25.0,6,1.08,7.02,47.09,28.96,22.22
773,352.0,173.92,25.0,24,7.83,6.85,53.48,47.07,42.86
774,138.0,173.92,26.0,32,0.78,4.02,50.63,47.58,47.25
775,238.0,173.92,29.0,38,3.45,7.11,50.77,51.48,44.19
776,1514.0,173.92,22.0,8,3.29,7.55,50.8,47.66,25.0
777,1351.0,186.54,21.0,3,0.95,5.73,57.59,41.23,57.14
778,620.37,186.54,24.0,14,3.05,4.42,60.5,46.07,40.0
779,-1.0,173.92,16.0,5,0.04,15.16,44.34,41.21,20.0
780,1069.0,186.54,27.0,13,1.45,4.31,55.38,50.97,26.09
781,132.38,183.0,33.0,27,7.95,5.1,58.4,54.01,45.9
782,1621.0,186.54,30.0,19,2.13,4.29,58.16,61.39,44.68
783,465.0,186.54,24.0,38,4.23,3.93,57.99,56.86,42.55
784,416.0,186.54,35.0,64,7.08,4.33,53.98,49.73,26.72
785,1213.32,186.54,27.0,14,2.9,7.12,50.55,52.14,15.79
786,417.0,173.92,24.0,37,4.89,6.14,53.01,53.36,54.02
787,1731.0,186.54,24.0,9,0.41,6.59,45.26,29.17,0.0
788,899.3,183.0,33.0,6,2.29,4.16,60.61,53.16,40.0
789,195.0,186.54,22.0,31,9.22,5.47,63.59,57.3,63.27
790,1530.0,186.54,20.0,6,3.29,6.17,55.34,43.76,20.0
791,-1.0,186.54,18.0,4,1.6,4.2,59.54,65.73,28.57
792,152.0,185.0,28.0,45,11.93,4.87,63.47,56.88,55.72
793,-1.0,186.54,25.0,10,2.33,5.7,65.45,58.79,37.5
794,1050.0,186.54,24.0,2,2.96,1.89,60.86,52.0,40.0
795,655.0,186.54,24.0,31,8.24,3.58,57.41,46.69,41.46
796,453.0,186.54,22.0,24,2.82,4.07,54.06,48.23,37.21
797,699.83,186.54,22.0,4,0.62,4.99,49.57,52.22,33.33
798,943.0,173.92,28.0,25,2.56,3.41,51.98,48.78,35.85
799,883.0,186.54,20.0,3,0.77,10.4,53.84,53.51,33.33
800,637.0,186.54,18.0,4,2.6,5.41,59.46,48.13,20.0
801,327.0,173.92,20.0,15,1.55,3.74,54.13,53.91,44.44
802,1470.0,186.54,22.0,8,2.0,6.52,58.54,47.99,28.57
803,1561.0,186.54,25.0,3,2.6,3.74,66.0,47.16,50.0
804,548.0,186.54,22.0,3,1.09,6.95,58.44,62.99,33.33
805,51.0,183.0,29.0,64,14.48,3.91,62.86,59.15,61.82
806,1301.0,186.54,24.0,6,1.07,8.02,57.32,54.5,46.15
807,799.86,186.54,21.0,3,3.41,11.36,54.55,60.57,42.86
808,674.67,186.54,25.0,6,1.84,8.07,57.05,51.0,33.33
809,256.88,186.54,30.0,34,3.21,5.65,58.59,49.46,54.65
810,389.0,190.0,34.0,65,9.72,4.27,61.62,59.43,42.95
811,174.0,173.92,26.0,31,6.47,4.99,52.34,48.11,42.5
812,476.0,186.54,23.0,52,3.87,3.04,58.29,53.19,46.34
813,399.9,190.0,38.0,9,2.22,4.27,60.78,54.25,57.14
814,53.0,193.0,31.0,77,20.7,4.85,63.92,57.55,54.01
815,1916.0,190.0,36.0,20,4.51,3.95,61.87,55.4,38.89
816,443.0,186.54,29.0,58,5.05,4.73,58.57,55.41,50.65
817,784.0,186.54,24.0,4,1.23,4.66,55.76,58.94,55.56
818,207.0,173.92,24.0,50,6.31,10.46,50.68,49.7,46.34
819,480.0,180.0,35.0,34,7.5,4.35,58.4,57.1,55.21
820,11.0,188.0,20.0,49,7.4,3.27,61.63,55.4,62.84
821,105.0,180.0,23.0,28,5.58,4.55,53.97,51.56,49.21
822,95.59,186.54,22.0,46,8.16,4.99,61.92,54.85,49.39
823,1453.0,186.54,24.0,26,4.72,3.88,59.77,52.64,51.58
824,758.0,186.54,40.0,11,3.37,6.42,55.91,57.22,48.15
825,698.42,186.54,25.0,12,3.54,7.84,59.47,58.19,33.33
826,632.0,173.92,24.0,8,0.46,5.82,40.65,33.5,0.0
827,166.0,186.54,32.0,89,5.67,3.98,60.86,57.93,53.69
828,214.0,186.54,28.0,40,9.57,5.32,61.75,58.5,64.84
829,75.0,183.0,24.0,85,6.55,3.33,60.59,55.38,54.71
830,772.0,186.54,25.0,6,1.47,5.95,53.44,30.75,38.46
831,295.0,186.54,22.0,34,4.22,5.97,56.13,54.33,36.76
832,838.0,186.54,27.0,10,0.69,2.68,53.57,51.55,31.25
833,1248.25,173.92,26.0,7,0.18,2.73,48.74,57.26,62.5
834,197.0,186.54,23.0,70,5.57,3.95,58.14,52.87,47.06
835,1724.0,186.54,19.0,3,4.27,6.74,59.27,51.04,50.0
836,1084.12,186.54,22.0,4,0.79,3.91,53.6,48.94,25.0
837,345.0,186.54,26.0,61,7.54,4.81,59.46,55.95,46.86
838,1250.0,186.54,25.0,4,1.15,3.42,54.95,53.37,33.33
839,559.0,186.54,29.0,16,3.62,6.77,58.93,49.13,36.0
840,30.0,177.0,24.0,59,5.64,9.98,51.91,48.6,56.16
841,419.0,173.92,26.0,8,0.11,6.5,55.76,48.78,37.5
842,413.0,186.54,26.0,45,6.88,4.01,58.6,55.27,47.22
843,25.0,178.0,26.0,48,7.3,4.66,57.7,56.28,56.34
844,510.0,173.92,33.0,10,1.37,6.27,53.59,46.61,14.29
845,59.0,186.54,20.0,21,5.92,1.96,58.17,60.67,69.12
846,583.0,186.54,25.0,4,2.53,4.98,55.73,57.06,43.75
847,87.0,188.0,34.0,68,15.04,6.17,63.25,55.91,52.57
848,572.0,180.0,31.0,55,4.02,5.08,59.18,58.33,50.0
849,458.0,186.54,27.0,11,3.18,5.74,60.76,49.79,54.17
850,505.0,203.0,29.0,33,7.97,5.33,65.52,65.19,58.54
851,242.0,173.92,26.0,9,1.17,5.48,53.78,46.0,31.58
852,1742.0,186.54,25.0,6,0.36,2.41,52.49,63.47,37.5
853,408.75,188.0,30.0,4,2.65,4.36,59.82,55.46,50.0
854,1437.0,178.0,35.0,2,2.51,4.43,62.88,47.24,66.67
855,367.64,173.92,27.0,9,1.19,5.51,49.59,42.84,0.0
856,21.0,170.0,27.0,33,4.49,3.92,54.61,50.5,62.04
857,284.0,173.92,24.0,11,0.73,2.84,49.98,46.07,45.45
858,206.0,173.92,24.0,16,8.96,4.02,54.72,57.18,42.5
859,1586.0,186.54,24.0,4,1.74,7.41,57.38,57.21,50.0
860,383.0,186.54,27.0,22,6.56,4.24,60.03,53.22,53.85
861,247.0,173.92,31.0,24,5.22,5.67,51.14,49.75,37.5
862,683.0,173.92,22.0,7,1.2,5.53,50.95,51.92,29.41
863,639.0,186.54,22.0,3,2.94,5.45,59.51,57.92,20.0
864,-1.0,186.54,24.0,4,2.25,3.92,50.45,50.99,33.33
865,865.0,186.54,21.0,14,3.15,2.98,52.61,45.84,31.03
866,39.0,170.0,24.0,50,4.44,4.78,54.69,49.74,53.46
867,438.0,178.0,33.0,17,2.32,3.59,59.89,46.57,55.1
868,205.85,173.92,29.0,11,0.82,6.61,52.68,49.93,51.52
869,1621.0,186.54,23.0,8,0.46,5.11,50.37,34.26,35.71
870,167.0,186.54,19.0,15,2.57,3.76,61.27,55.6,61.4
871,78.0,198.0,28.0,84,17.89,5.09,62.92,58.66,55.03
872,227.0,186.54,27.0,68,4.24,2.38,56.67,53.17,46.67
873,233.0,186.54,24.0,67,7.3,2.88,59.74,55.9,50.3
874,935.0,186.54,26.0,13,3.39,2.57,55.26,49.64,22.73
875,842.0,186.54,27.0,40,3.29,4.6,59.75,53.45,50.42
876,1194.0,193.0,30.0,54,5.78,3.65,62.29,55.69,50.89
877,222.0,173.92,22.0,8,8.95,4.33,50.19,41.14,23.53
878,728.3,186.54,25.0,13,1.82,5.92,58.97,52.5,34.78
879,1387.0,186.54,26.0,6,3.4,3.31,60.71,58.99,31.25
880,349.0,186.54,24.0,7,0.76,5.5,52.91,52.88,43.75
881,665.0,186.54,23.0,30,2.65,6.7,56.36,48.51,48.53
882,427.0,186.54,25.0,42,6.91,6.78,58.19,54.9,47.27
883,863.53,186.54,25.0,8,1.26,5.99,56.0,56.1,35.29
884,736.0,186.54,21.0,7,10.32,3.45,62.22,55.14,38.46
885,57.0,183.0,32.0,83,6.98,2.4,60.87,56.57,54.77
886,375.0,186.54,31.0,71,6.08,2.44,62.29,59.32,47.85
887,-1.0,185.0,38.0,5,3.21,4.74,57.63,60.24,0.0
888,956.0,186.54,18.0,2,2.13,9.5,59.34,70.62,40.0
889,310.0,186.54,20.0,22,5.39,2.55,59.47,56.43,45.1
890,543.56,186.54,27.0,7,2.7,4.51,63.51,57.86,61.11
891,1270.38,186.54,27.0,6,0.81,3.45,50.71,45.87,0.0
892,608.0,180.0,31.0,40,3.66,5.39,55.34,52.17,40.0
893,997.0,186.54,21.0,6,1.27,2.53,54.79,55.01,14.29
894,592.07,186.54,24.0,8,1.33,6.88,54.39,43.69,40.0
895,511.0,186.54,26.0,11,6.08,3.33,62.0,57.92,48.0
896,627.08,186.54,22.0,4,1.79,9.4,62.26,60.6,50.0
897,664.0,186.54,22.0,8,1.79,5.8,41.66,34.95,0.0
898,656.0,186.54,24.0,14,3.98,4.67,57.57,49.55,20.0
899,1294.0,186.54,30.0,10,1.45,6.64,51.08,43.86,25.0
900,1251.0,186.54,29.0,44,3.34,4.08,54.74,47.92,39.76
901,738.0,186.54,25.0,11,2.45,4.23,53.23,53.66,16.67
902,813.0,186.54,31.0,1,1.78,6.88,59.82,44.22,40.0
903,809.84,186.54,28.0,16,1.62,5.55,59.51,57.93,41.94
904,956.0,186.54,25.0,53,3.87,3.71,64.25,58.98,58.7
905,1543.55,186.54,22.0,7,1.33,12.97,49.53,45.82,18.18
906,1586.0,186.54,25.0,5,0.98,9.88,48.32,53.01,28.57
907,504.0,186.54,28.0,7,0.56,4.87,52.88,60.41,41.67
908,1753.0,186.54,19.0,6,1.13,12.73,43.43,36.9,22.22
909,518.0,186.54,29.0,69,2.27,3.66,57.51,54.24,50.72
910,963.0,186.54,22.0,7,2.8,3.23,61.04,52.12,35.29
911,706.0,186.54,27.0,13,1.86,2.81,56.2,57.36,36.0
912,394.12,183.0,32.0,45,4.05,4.08,60.98,51.2,47.41
913,375.65,186.54,26.0,6,1.58,5.74,58.26,49.12,52.94
914,1134.0,186.54,22.0,3,1.59,2.75,60.55,49.9,20.0
915,1153.0,186.54,21.0,6,5.88,8.87,60.78,56.19,25.0
916,387.0,173.92,27.0,21,3.44,4.84,52.22,45.12,27.03
917,134.0,186.54,28.0,88,7.41,3.74,59.7,54.52,54.37
918,689.0,186.54,22.0,5,1.82,6.6,52.95,48.17,0.0
919,523.38,186.54,26.0,5,0.75,4.02,52.63,50.1,12.5
920,734.0,186.54,24.0,26,3.69,4.61,59.14,55.56,50.0
921,158.0,186.54,27.0,90,7.92,4.1,59.8,54.51,54.88
922,801.67,186.54,25.0,3,0.82,7.18,57.17,50.65,50.0
923,1530.0,186.54,22.0,3,0.55,4.68,58.68,60.71,50.0
924,94.0,186.54,19.0,27,1.67,2.3,57.28,50.84,58.06
925,1519.64,186.54,17.0,6,0.61,5.44,45.1,35.73,36.36
926,101.82,185.0,33.0,16,2.86,1.36,57.88,49.71,50.0
927,1193.57,186.54,36.0,5,0.56,8.81,50.11,42.01,14.29
928,279.0,186.54,24.0,45,4.9,3.27,59.5,56.56,49.61
929,545.0,186.54,23.0,32,1.77,4.89,59.07,56.86,46.58
930,641.0,186.54,26.0,13,1.79,7.86,50.13,44.37,41.38
931,740.54,186.54,27.0,9,0.83,3.61,52.88,45.56,23.08
932,131.0,178.0,22.0,11,8.52,8.05,56.6,52.75,58.62
933,494.0,186.54,23.0,11,2.96,4.89,54.42,49.53,40.0
934,131.92,173.92,26.0,28,3.17,8.11,52.32,49.71,44.26
935,554.71,173.92,24.0,5,1.14,6.44,49.09,35.36,14.29
936,804.0,173.92,29.0,33,4.66,5.07,50.14,38.63,47.76
937,33.43,180.0,31.0,47,11.53,5.51,60.06,58.29,62.0
938,191.0,173.92,25.0,23,1.64,9.31,50.96,42.49,29.73
939,1104.0,186.54,26.0,3,0.72,5.92,52.85,56.72,33.33
940,314.0,186.54,28.0,56,4.4,5.73,58.24,49.15,44.35
941,368.0,186.54,24.0,36,8.9,5.48,57.02,49.28,33.33
942,784.0,186.54,29.0,3,0.95,3.15,56.94,47.56,50.0
943,578.8,188.0,30.0,6,0.44,4.07,58.88,49.21,60.0
944,1494.88,186.54,22.0,4,2.7,5.43,54.13,48.85,50.0
945,199.89,185.0,36.0,37,9.24,5.22,61.43,56.95,54.62
946,771.0,186.54,27.0,10,1.79,6.84,54.53,57.0,44.44
947,431.06,186.54,29.0,10,2.21,4.59,58.17,48.3,37.5
948,733.0,186.54,22.0,17,5.88,2.61,56.81,51.35,38.24
949,1149.0,186.54,26.0,4,1.26,4.39,56.54,52.76,38.46
950,538.0,173.92,37.0,14,1.16,6.09,49.25,47.67,46.15
951,937.0,186.54,21.0,19,2.63,6.15,57.27,48.71,23.08
952,1530.0,183.0,38.0,32,2.88,4.32,59.39,53.48,55.88
953,801.0,190.0,31.0,66,6.24,3.69,59.47,53.59,52.15
954,131.0,186.54,22.0,69,8.39,3.76,60.32,57.55,55.79
955,1276.0,186.54,18.0,6,3.53,7.76,56.94,54.39,31.25
956,163.0,186.54,22.0,27,10.15,3.98,63.94,56.01,56.76
957,1530.0,186.54,21.0,1,0.73,9.83,52.49,25.37,33.33
958,987.0,167.0,27.0,18,2.37,9.4,52.99,51.93,47.83
959,1284.0,186.54,20.0,4,1.32,4.5,56.83,59.23,14.29
960,928.0,173.92,29.0,22,1.2,8.33,50.57,45.26,45.9
961,339.0,186.54,27.0,79,7.84,4.89,59.72,57.32,39.66
962,524.6,186.54,20.0,2,1.27,0.72,50.01,48.95,20.0
963,795.65,186.54,23.0,8,2.8,5.74,54.97,47.02,46.15
964,98.0,170.0,20.0,39,6.88,2.81,56.23,54.94,54.55
965,118.0,186.54,25.0,94,9.39,3.62,61.25,55.56,57.99
966,118.0,173.92,19.0,19,1.81,5.23,54.63,53.21,48.78
967,478.0,186.54,28.0,38,3.5,5.12,57.79,49.34,40.0
968,97.39,180.0,29.0,12,5.83,8.96,50.32,44.13,33.33
969,776.0,186.54,19.0,5,1.39,5.23,51.36,56.76,27.27
970,528.0,173.92,23.0,20,6.76,9.8,46.73,52.81,33.33
971,1821.0,186.54,25.0,10,6.23,7.82,55.27,58.07,16.67
972,29.0,178.0,24.0,30,6.44,2.96,59.49,56.71,66.04
973,3.0,184.0,29.0,41,13.02,5.32,60.07,57.63,69.71
974,1418.0,186.54,24.0,9,2.35,4.15,61.53,50.45,59.09
975,171.0,173.92,21.0,33,3.66,4.05,51.36,50.24,40.26
976,159.0,173.92,28.0,26,2.88,6.49,48.78,48.68,40.0
977,469.0,173.92,30.0,25,1.36,3.78,51.08,46.07,35.71
978,52.0,174.0,25.0,57,6.99,5.55,54.51,48.88,53.76
979,331.0,173.92,24.0,6,1.65,5.92,48.99,45.44,14.29
980,248.0,173.92,23.0,13,3.01,9.1,50.44,48.75,32.14
981,338.0,173.92,24.0,8,1.95,5.58,50.81,47.14,30.0
982,394.6,173.92,23.0,10,0.06,8.08,56.27,54.09,50.0
983,337.0,173.92,22.0,17,1.87,5.15,49.05,49.98,39.29
984,329.0,173.92,26.0,17,1.97,6.2,52.87,54.73,44.12
985,274.0,170.0,22.0,12,9.03,6.51,54.66,49.33,38.71
986,179.0,173.92,19.0,16,2.44,4.56,51.7,45.09,29.63
987,416.0,173.92,17.0,6,3.22,6.49,54.97,46.49,41.67
988,448.0,173.92,23.0,5,1.85,7.08,48.14,42.72,35.71
989,418.0,173.92,20.0,17,4.6,8.1,54.84,43.94,36.36
990,524.0,173.92,21.0,9,5.61,3.67,57.64,55.73,47.37
991,1323.0,186.54,28.0,5,3.73,3.58,62.16,42.63,36.36
992,1098.0,186.54,25.0,4,2.01,2.52,55.81,42.44,20.0
993,1025.0,186.54,24.0,3,0.46,4.89,49.36,27.32,20.0
994,661.0,186.54,21.0,6,11.82,4.42,65.96,70.58,57.14
995,48.0,178.0,31.0,38,7.17,2.85,63.01,59.56,68.0
996,1259.0,173.92,23.0,5,0.05,3.23,56.63,54.37,40.0
997,735.0,186.54,28.0,2,2.19,5.47,54.97,67.64,33.33
998,1724.0,186.54,23.0,6,1.18,2.39,54.35,55.41,27.27
999,1231.8,186.54,29.0,4,2.59,4.66,58.1,54.22,20.0
1000,914.0,186.54,20.0,6,0.9,6.22,54.65,63.66,25.0
1001,799.0,186.54,31.0,27,3.01,2.39,58.63,56.32,42.42
1002,877.2,186.54,26.0,4,1.71,5.32,57.53,52.34,50.0
1003,751.29,186.54,24.0,3,1.54,10.58,44.53,22.41,0.0
1004,387.0,186.54,22.0,21,5.03,4.26,60.56,55.98,50.77
1005,28.89,182.0,29.0,56,11.62,6.32,58.08,54.26,64.4
1006,480.0,173.92,25.0,4,2.97,7.94,48.78,61.22,20.0
1007,741.0,173.92,22.0,15,4.45,5.05,53.83,52.2,27.59
1008,213.0,186.54,27.0,104,8.8,3.46,58.29,52.45,53.67
1009,794.0,186.54,23.0,7,2.37,4.8,57.6,56.1,46.15
1010,1417.0,186.54,25.0,4,1.96,6.94,55.64,20.49,33.33
1011,921.0,173.92,28.0,6,0.03,6.15,49.43,49.31,33.33
1012,1025.67,183.0,27.0,4,2.31,3.5,59.58,60.32,33.33
1013,114.43,166.0,34.0,10,1.1,11.07,46.39,57.46,28.57
1014,1248.0,186.54,26.0,1,1.13,2.52,66.16,61.31,60.0
1015,534.0,190.0,36.0,64,10.35,2.95,62.5,57.98,51.32
1016,1072.0,186.54,22.0,3,1.02,7.84,52.76,42.37,0.0
1017,1024.0,186.54,19.0,5,1.75,5.73,55.35,52.6,28.57
1018,255.0,173.92,29.0,35,6.66,3.83,54.09,50.43,49.09
1019,306.6,186.54,28.0,3,0.18,5.9,54.54,48.59,40.0
1020,108.0,173.92,31.0,43,2.26,5.7,50.98,45.84,50.37
1021,92.0,184.0,28.0,65,11.77,8.39,53.81,49.6,50.67
1022,150.0,173.92,29.0,58,18.62,5.26,60.01,55.24,51.6
1023,240.73,173.92,27.0,7,1.42,6.37,55.9,44.16,27.27
1024,972.0,173.92,28.0,4,0.26,8.21,46.7,49.36,40.0
1025,1011.0,186.54,17.0,14,2.13,3.72,56.79,54.85,47.22
1026,1506.0,186.54,27.0,4,2.43,6.69,53.45,48.72,37.5
1027,1268.0,173.92,22.0,6,2.36,6.72,43.61,52.82,0.0
1028,115.0,188.0,25.0,53,9.02,3.46,63.59,59.28,57.71
1029,745.0,186.54,21.0,1,1.62,2.51,55.34,53.06,33.33
1030,318.0,173.92,25.0,11,0.94,4.25,49.81,46.73,38.1
1031,300.0,186.54,20.0,10,8.27,3.69,59.36,49.08,53.85
1032,1821.0,186.54,28.0,4,1.07,7.41,54.96,58.6,28.57
1033,200.0,166.0,29.0,51,5.19,3.74,53.0,49.87,45.02
1034,365.0,173.92,22.0,5,0.78,7.56,54.71,54.65,37.5
1035,52.0,188.0,26.0,91,9.94,4.78,59.13,51.88,54.83
1036,341.0,173.92,32.0,15,1.22,6.66,49.4,49.23,39.29
1037,282.0,173.92,26.0,7,0.5,5.63,48.75,42.55,33.33
1038,208.88,173.92,32.0,12,1.0,3.17,49.06,40.89,29.41
1039,341.1,180.0,23.0,15,2.66,8.56,53.35,42.26,19.05
1040,123.0,168.0,33.0,54,3.82,5.64,54.29,49.93,56.5
1041,88.0,157.0,27.0,48,5.41,6.08,52.72,49.91,52.78
1042,496.0,186.54,26.0,28,8.61,4.7,59.66,55.27,37.5
1043,1041.0,186.54,31.0,13,2.97,3.39,57.65,50.63,38.1
1044,339.4,186.54,37.0,1,1.38,5.89,57.69,44.05,40.0
1045,1213.73,186.54,21.0,5,0.89,3.03,48.43,34.49,27.27
1046,334.0,173.92,20.0,8,2.01,4.51,50.15,46.65,33.33
1047,779.0,191.0,19.0,3,2.43,5.64,56.44,60.31,33.33
1048,506.0,173.92,20.0,5,3.45,5.59,53.04,42.78,28.57
1049,454.55,186.54,27.0,5,0.62,3.11,58.81,43.81,54.55
1050,690.0,186.54,23.0,19,2.71,5.39,59.41,55.07,56.14
1051,2133.0,183.0,18.0,8,1.77,8.03,49.64,45.61,0.0
1052,286.0,188.0,34.0,68,11.94,5.42,63.43,56.62,50.22
1053,172.0,176.0,20.0,24,2.48,3.46,52.59,46.58,39.22
1054,1238.0,186.54,20.0,2,2.61,3.5,55.73,55.13,0.0
1055,127.0,174.0,32.0,52,3.38,6.63,52.39,49.46,54.41
1056,152.0,173.92,29.0,37,4.04,6.16,55.0,47.21,50.0
1057,26.0,168.0,18.0,26,3.16,7.48,53.58,51.22,57.14
1058,124.0,186.54,27.0,84,6.02,3.1,59.17,56.14,54.01
1059,546.0,186.54,22.0,24,4.83,3.37,59.49,51.14,50.0
1060,719.0,186.54,19.0,9,4.92,4.72,59.79,59.99,29.41
1061,412.5,186.54,24.0,5,0.48,9.29,56.79,44.29,50.0
1062,505.5,173.92,26.0,5,0.48,4.82,54.2,58.33,16.67
1063,115.0,173.92,27.0,44,3.1,4.44,53.22,51.33,48.59
1064,283.0,173.92,26.0,5,3.69,2.39,51.47,41.71,33.33
1065,549.0,173.92,20.0,7,0.13,3.77,62.48,50.89,71.43
1066,336.0,173.92,16.0,4,3.23,5.81,50.46,50.81,40.0
1067,1509.6,186.54,23.0,2,1.27,3.01,61.95,61.29,40.0
1068,163.0,173.92,23.0,35,2.51,5.28,50.6,49.08,37.78
1069,884.0,186.54,26.0,8,2.41,4.86,61.74,58.82,40.0
1070,1411.1,186.54,21.0,3,1.4,9.12,51.91,48.21,50.0
1071,1162.83,186.54,23.0,2,1.5,6.21,51.44,53.76,33.33
1072,1051.0,186.54,29.0,12,2.47,6.51,57.25,48.1,34.48
1073,211.0,186.54,29.0,106,7.92,5.09,58.61,52.38,44.2
1074,67.0,185.0,19.0,46,4.17,3.32,60.06,53.34,59.38
1075,23.0,191.0,26.0,86,11.06,3.04,63.64,57.43,56.17
1076,807.0,186.54,20.0,4,0.51,1.38,53.09,47.33,25.0
1077,339.0,173.92,25.0,34,3.98,5.31,50.82,46.98,42.86
1078,108.61,163.0,35.0,11,1.36,3.39,51.21,51.9,38.89
1079,725.0,186.54,24.0,7,3.98,4.32,61.58,65.68,22.22
1080,620.0,186.54,21.0,6,0.54,4.44,52.92,53.57,50.0
1081,762.45,186.54,27.0,44,3.41,4.69,58.95,51.81,40.0
1082,437.0,186.54,18.0,13,2.11,3.76,60.51,47.21,25.0
1083,591.44,186.54,26.0,5,2.37,2.23,54.24,50.22,44.44
1084,611.0,186.54,21.0,3,0.69,4.78,53.09,55.93,20.0
1085,450.0,186.54,36.0,79,12.57,4.34,61.77,56.52,50.23
1086,444.0,186.54,26.0,15,2.88,6.41,59.36,50.95,54.55
1087,1222.0,186.54,25.0,33,1.98,5.89,55.69,49.89,30.67
1088,315.0,186.54,25.0,81,6.21,2.6,60.01,57.8,48.69
1089,153.0,185.0,27.0,54,10.36,4.83,61.75,59.43,56.5
1090,1470.0,186.54,27.0,10,1.72,7.29,55.43,56.0,43.48
1091,1261.0,186.54,19.0,2,1.55,4.31,59.13,41.96,28.57
1092,148.0,173.92,22.0,4,1.59,3.91,54.0,17.24,55.56
1093,562.0,177.0,35.0,29,10.0,8.07,54.62,49.23,42.67
1094,39.24,177.0,31.0,32,9.21,5.21,61.03,54.45,56.88
1095,188.0,173.92,23.0,5,0.08,2.89,49.56,53.18,44.44
1096,42.0,180.0,22.0,35,7.35,6.38,56.97,51.37,58.62
1097,835.46,186.54,31.0,36,3.2,6.99,54.9,47.39,40.0
1098,777.0,186.54,21.0,9,2.84,5.23,49.15,40.81,23.53
1099,860.0,186.54,27.0,23,4.34,5.16,52.87,47.55,16.0
1100,1754.11,186.54,21.0,5,2.29,6.88,55.74,50.35,11.11
1101,840.0,173.92,23.0,6,1.59,2.26,55.07,57.95,28.57
1102,238.0,186.54,23.0,38,5.97,4.14,62.31,58.53,51.82
1103,212.0,185.0,33.0,85,14.51,3.59,61.67,55.08,50.75
1104,1742.0,186.54,22.0,7,1.06,6.42,55.47,56.19,45.45
1105,710.83,186.54,25.0,4,0.92,5.26,53.79,57.76,16.67
1106,272.0,196.0,36.0,100,8.77,4.49,60.91,58.66,51.32
1107,1038.19,186.54,24.0,5,2.29,4.31,60.94,64.16,56.25
1108,602.5,190.0,34.0,4,2.2,12.5,58.64,43.46,33.33
1109,558.37,186.54,26.0,27,3.44,5.62,61.56,55.03,43.66
1110,658.0,186.54,27.0,7,3.93,7.46,54.29,62.0,12.5
1111,517.0,186.54,27.0,65,5.76,5.84,60.21,54.05,44.22
1112,1275.0,173.92,25.0,23,3.21,7.57,51.27,47.27,55.84
1113,312.26,173.92,29.0,14,2.61,10.08,51.05,52.94,34.78
1114,829.0,186.54,27.0,4,1.14,5.95,55.74,46.89,45.45
1115,1164.0,186.54,26.0,2,2.7,8.32,59.88,56.0,20.0
1116,56.0,186.54,26.0,77,9.16,3.39,61.45,56.72,56.51
1117,128.0,171.0,23.0,19,5.79,4.68,52.9,45.07,32.35
1118,70.0,173.92,31.0,52,1.89,4.4,49.44,42.65,45.3
1119,46.0,178.0,26.0,34,14.51,3.16,59.7,57.11,65.57
1120,54.0,171.0,29.0,69,8.86,4.74,55.05,50.23,50.92
1121,102.0,173.92,23.0,45,5.18,3.67,55.05,51.85,51.97
1122,53.6,180.0,30.0,32,8.52,4.4,54.19,48.53,49.55
1123,-1.0,173.92,18.0,7,0.05,8.48,42.98,31.21,14.29
1124,155.0,173.92,20.0,5,0.2,7.33,48.32,41.46,14.29
1125,882.0,173.92,26.0,4,0.48,4.19,51.73,53.66,60.0
1126,347.0,173.92,19.0,6,0.0,3.07,53.58,46.77,14.29
1127,709.0,173.92,27.0,10,1.62,10.33,47.1,47.64,7.14
1128,301.0,185.0,37.0,110,5.46,4.46,57.59,55.87,46.03
1129,348.0,173.92,18.0,6,0.04,6.29,52.76,59.31,33.33
1130,712.0,186.54,20.0,9,3.25,4.25,56.74,44.53,45.83
1131,256.0,186.54,25.0,46,6.52,4.39,59.28,57.26,43.93
1132,567.0,186.54,21.0,12,0.71,5.15,55.09,52.02,34.78
1133,981.0,186.54,29.0,21,3.38,8.12,59.48,59.19,39.66
1134,1404.0,178.0,31.0,13,2.49,7.62,56.18,49.66,36.36
1135,189.0,186.54,25.0,65,8.81,4.35,62.26,54.66,49.01
1136,398.65,186.54,26.0,13,1.53,4.81,55.99,44.65,43.48
1137,378.07,178.0,30.0,25,1.79,5.52,58.52,53.43,52.17
1138,1126.55,186.54,33.0,7,0.46,2.91,54.09,39.81,36.36
