,name,ioc,sex,hand,rank,ht,age,tourPlayed,maxAceSvpt,avgDfSvpt,1sv2svWon,bpS_bpF,win_ratio
1281,Mico Santiago,USA,m,U,847.12,186.54,22.0,7,1.13,9.99,52.16,48.72,12.5
1282,Miguel Angel Reyes Varela,MEX,m,R,-1.0,186.54,31.0,5,1.08,6.17,56.29,26.76,28.57
1283,Miguel Semmler,ESP,m,R,584.83,186.54,21.0,6,1.06,6.33,49.79,21.06,0.0
1284,Mihaela Buzarnescu,ROU,f,L,122.0,173.92,33.0,52,4.58,6.44,52.88,50.75,48.95
1285,Miharu Imanishi,JPN,f,U,575.0,173.92,27.0,15,0.27,3.72,50.01,42.92,41.94
1286,Mikael Torpegaard,DEN,m,R,217.0,186.54,27.0,45,7.81,4.74,60.8,47.87,56.21
1287,Mikael Ymer,SWE,m,R,101.0,183.0,22.0,70,6.85,4.45,57.54,54.32,63.41
1288,Mikalai Haliak,BLR,m,R,1311.0,186.54,21.0,8,2.54,4.72,50.0,45.55,18.18
1289,Mikelis Libietis,LAT,m,U,439.12,186.54,25.0,13,3.7,5.87,56.48,47.36,44.0
1290,Mikhail Elgin,RUS,m,R,721.57,183.0,38.0,24,4.26,4.23,60.31,57.18,43.1
1291,Mikhail Fufygin,RUS,m,U,976.0,186.54,28.0,4,1.09,7.79,59.11,55.97,33.33
1292,Mikhail Vaks,RUS,m,R,1600.0,186.54,22.0,1,1.65,2.66,68.44,70.0,80.0
1293,Mikhail Youzhny,RUS,m,R,87.87,183.0,36.0,53,7.08,4.74,59.75,58.28,54.22
1294,Miki Jankovic,SRB,m,R,326.38,186.54,22.0,15,2.73,2.42,60.0,56.39,37.93
1295,Milan Radojkovic,SRB,m,U,-1.0,186.54,18.0,5,7.25,8.25,53.85,41.28,0.0
1296,Miliaan Niesten,NED,m,U,691.84,186.54,32.0,24,0.8,3.96,53.69,48.76,47.06
1297,Miljan Zekic,SRB,m,R,303.0,186.54,33.0,54,2.95,4.15,56.91,52.49,46.34
1298,Milos Sekulic,SWE,m,R,847.77,186.54,26.0,7,0.95,5.09,56.14,51.75,46.15
1299,Min Kyu Song,KOR,m,U,1292.0,186.54,29.0,7,5.14,4.19,64.2,55.07,35.71
1300,Miomir Kecmanovic,SRB,m,R,73.0,183.0,21.0,74,7.97,3.19,61.25,56.05,55.91
1301,Mira Antonitsch,AUT,f,U,800.0,173.92,21.0,4,1.43,5.71,48.68,44.88,11.11
1302,Mircea Alexandru Jecan,ROU,m,L,555.0,186.54,33.0,4,1.77,3.44,53.06,48.7,22.22
1303,Miriam Bianca Bulgaru,ROU,f,R,394.0,173.92,22.0,3,0.77,10.45,47.32,43.11,37.5
1304,Miriam Kolodziejova,CZE,f,R,272.0,173.92,24.0,2,1.34,4.39,53.29,44.17,33.33
1305,Mirjam Bjorklund,SWE,f,U,252.0,173.92,22.0,12,0.84,4.12,45.46,41.23,29.41
1306,Mirjana Lucic,CRO,f,R,52.41,173.92,35.0,26,4.08,8.78,53.05,46.99,53.41
1307,Mirko Cutuli,ITA,m,U,1379.0,186.54,22.0,4,1.1,6.73,56.75,35.95,42.86
1308,Mirza Basic,BIH,m,R,251.0,186.54,30.0,88,7.11,3.06,60.37,51.96,52.27
1309,Misa Eguchi,JPN,f,R,231.85,173.92,26.0,16,1.02,4.58,48.02,40.87,40.74
1310,Misaki Doi,JPN,f,L,107.0,159.0,30.0,71,3.05,4.03,53.34,48.48,44.59
1311,Mischa Zverev,GER,m,L,342.0,190.0,33.0,71,9.79,3.74,61.26,59.11,47.41
1312,Mislav Bosnjak,AUS,m,U,2050.0,186.54,21.0,4,2.88,7.79,58.68,52.61,16.67
1313,Mitchell Krueger,USA,m,R,147.0,186.54,27.0,81,8.86,3.51,60.24,56.73,47.46
1314,Miyabi Inoue,JPN,f,R,686.0,173.92,27.0,4,0.54,7.59,53.38,64.32,28.57
1315,Miyu Kato,JPN,f,R,1058.0,173.92,24.0,27,0.92,4.02,51.36,45.84,50.0
1316,Moez Chargui,TUN,m,R,621.0,186.54,26.0,17,1.89,5.34,52.99,48.26,25.0
1317,Momoko Kobori,JPN,f,R,453.0,173.92,21.0,7,0.53,5.68,50.25,46.21,10.0
1318,Mona Barthel,GER,f,R,202.0,185.0,31.0,54,11.68,8.22,54.47,50.31,44.25
1319,Monica Niculescu,ROU,f,R,257.0,168.0,33.0,48,5.26,2.35,52.12,48.7,51.6
1320,Montserrat Gonzalez,PAR,f,R,947.0,173.92,24.0,18,1.39,7.18,51.65,54.71,52.0
1321,Mousa Shanan Zayed,QAT,m,U,721.33,186.54,26.0,1,0.0,5.03,39.02,30.69,0.0
1322,Moyuka Uchijima,JPN,f,U,519.0,173.92,18.0,5,0.5,5.42,49.83,53.95,25.0
1323,Mubarak Shannan Zayid,QAT,m,U,878.0,186.54,25.0,1,1.7,3.87,47.82,60.2,0.0
1324,Muhammet Haylaz,TUR,m,U,871.8,186.54,21.0,2,2.02,8.35,54.71,45.27,20.0
1325,Myrtille Georges,FRA,f,R,426.0,173.92,29.0,11,2.21,7.89,47.15,44.25,16.67
1326,N Sriram Balaji,IND,m,R,910.0,186.54,29.0,33,6.9,4.05,62.92,60.31,43.08
1327,N Vijay Sundar Prashanth,IND,m,R,1394.0,186.54,33.0,25,4.45,5.52,60.66,53.23,40.98
1328,Na Lae Han,KOR,f,L,269.0,173.92,29.0,28,1.58,4.7,49.81,49.39,40.74
1329,Nadia Podoroska,ARG,f,U,84.0,170.0,24.0,37,3.02,5.99,53.1,49.5,60.68
1330,Nadiya Kichenok,UKR,f,R,1405.0,173.92,28.0,13,1.85,8.44,49.19,36.52,36.84
1331,Nagi Hanatani,JPN,f,U,389.0,173.92,26.0,3,0.21,7.28,48.83,38.31,42.86
1332,Naiktha Bains,GBR,f,R,261.0,174.0,23.0,19,5.32,7.7,51.06,45.35,32.61
1333,Nam Hoang Ly,VIE,m,R,886.0,186.54,22.0,18,1.76,3.88,56.21,45.51,50.0
1334,Naoki Nakagawa,JPN,m,R,646.0,186.54,21.0,13,1.99,5.79,54.51,50.83,30.43
1335,Naoki Tajima,JPN,m,R,660.0,186.54,19.0,5,4.86,4.47,58.93,58.46,37.5
1336,Naoko Eto,JPN,f,R,1319.0,173.92,34.0,4,0.0,6.72,33.21,39.72,0.0
1337,Naomi Broady,GBR,f,R,681.0,189.0,31.0,36,13.64,6.74,56.75,48.44,40.19
1338,Naomi Osaka,JPN,f,R,10.0,180.0,23.0,47,9.21,3.45,59.77,55.92,67.32
1339,Nastassja Burnett,ITA,f,R,1279.0,173.92,24.0,4,1.38,3.36,51.24,56.37,33.33
1340,Natalia Vikhlyantseva,RUS,f,R,164.0,173.92,24.0,52,5.18,7.36,54.63,54.9,49.45
1341,Natalie Gabriela Espinal Sanchez,HON,f,R,-1.0,173.92,17.0,6,0.01,2.92,47.6,44.62,33.33
1342,Natalija Kostic,SRB,f,R,292.0,173.92,26.0,17,6.61,6.83,47.89,37.74,31.03
1343,Natela Dzalamidze,RUS,f,R,199.17,173.92,26.0,3,1.56,5.24,50.51,39.23,33.33
1344,Nathaly Kurata,BRA,f,U,682.0,173.92,24.0,4,0.59,8.09,51.07,38.33,40.0
1345,Nathan Pasha,USA,m,U,732.35,186.54,27.0,12,2.66,4.15,57.87,59.44,38.71
1346,Nathaniel Lammons,USA,m,U,1243.0,186.54,27.0,20,7.71,4.69,61.25,47.37,35.29
1347,Natthasith Kunsuwan,THA,m,U,871.88,186.54,19.0,4,3.43,7.77,53.77,45.19,0.0
1348,Nazli Nader Redha,BRN,f,U,-1.0,173.92,16.0,8,0.0,17.58,21.29,12.02,0.0
1349,Neil Pauffley,GBR,m,R,1998.0,186.54,28.0,8,2.53,6.44,59.13,45.11,27.78
1350,Nelli Buyuklianova,KGZ,f,R,-1.0,173.92,22.0,5,0.04,9.59,39.62,47.72,20.0
1351,Nerman Fatic,BIH,m,U,329.0,186.54,26.0,22,3.4,4.77,58.32,50.8,48.84
1352,Nicaise Muamba,CAN,m,U,1530.0,186.54,18.0,4,2.61,5.44,57.79,55.86,15.38
1353,Nicha Lertpitaksinchai,THA,f,R,387.16,173.92,26.0,8,0.51,3.47,49.35,44.14,42.11
1354,Nicholas David Ionel,ROU,m,R,434.0,186.54,18.0,6,4.39,3.14,56.01,57.46,12.5
1355,Nicholas S Hu,USA,m,R,602.0,186.54,23.0,4,2.29,5.08,62.38,56.9,20.0
1356,Nick Chappell,USA,m,L,335.0,186.54,28.0,30,3.25,3.67,57.47,51.53,35.85
1357,Nick Hardt,DOM,m,U,354.0,186.54,20.0,10,3.32,2.72,52.78,53.8,36.84
1358,Nico Matic,GER,m,R,568.6,186.54,24.0,3,0.28,7.3,53.07,36.97,40.0
1359,Nicola Ghedin,ITA,m,R,740.83,186.54,29.0,4,1.0,2.14,53.34,49.86,16.67
1360,Nicola Kuhn,ESP,m,R,242.0,186.54,21.0,75,6.0,3.53,57.59,51.4,47.27
1361,Nicolaas Scholtz,RSA,m,R,382.62,186.54,27.0,20,5.32,5.74,61.49,45.89,24.14
1362,Nicolae Frunza,ROU,m,R,642.0,186.54,23.0,4,1.4,3.95,57.2,57.33,44.44
1363,Nicolas Alberto Arreche,ARG,m,U,764.0,186.54,24.0,4,1.15,7.05,57.32,55.41,44.44
1364,Nicolas Almagro,ESP,m,R,95.81,183.0,33.0,39,17.65,4.35,61.36,51.91,47.78
1365,Nicolas Alvarez,PER,m,R,396.0,186.54,25.0,26,3.66,3.63,57.06,44.68,45.0
1366,Nicolas Alvarez Varona,ESP,m,U,407.0,186.54,20.0,6,1.86,4.23,56.16,56.27,18.18
1367,Nicolas Barrientos,COL,m,R,560.0,175.0,32.0,35,2.89,5.53,57.5,54.79,39.68
1368,Nicolas Kicker,ARG,m,R,250.0,186.54,29.0,62,4.7,3.59,61.01,56.29,57.89
1369,Nicolas Meister,USA,m,U,282.11,186.54,29.0,12,1.25,3.44,60.25,51.2,51.85
1370,Nicolas Mejia,COL,m,R,274.0,186.54,21.0,25,3.19,3.71,57.76,55.15,46.0
1371,Nicolas Moreno De Alboran,ESP,m,U,343.0,186.54,24.0,2,1.98,4.27,65.2,48.66,75.0
1372,Nicolas Santos,BRA,m,R,857.5,186.54,29.0,4,0.54,8.49,55.94,50.4,58.33
1373,Nicole Gibbs,USA,f,R,108.12,173.92,26.0,39,4.65,4.2,53.92,52.42,50.0
1374,Nicole Melichar,USA,f,R,769.75,173.92,28.0,8,4.23,6.52,53.32,48.73,25.0
1375,Nicoleta Catalina Dascalu,ROU,f,R,405.0,173.92,24.0,2,3.15,6.16,52.97,52.33,37.5
1376,Nicolo Turchetti,ITA,m,R,979.0,186.54,22.0,10,2.01,4.63,53.12,50.94,23.08
1377,Niels Desein,BEL,m,R,452.43,186.54,31.0,14,3.26,3.42,62.48,49.62,50.0
1378,Niels Lootsma,NED,m,U,916.0,186.54,24.0,5,4.99,3.91,56.77,38.45,16.67
1379,Nigina Abduraimova,UZB,f,R,486.0,173.92,25.0,9,1.68,7.22,51.37,46.85,25.0
1380,Nigmat Shofayziev,UZB,m,R,1821.0,186.54,25.0,6,2.89,6.48,54.07,58.63,21.43
1381,Nik Razborsek,SLO,m,L,917.0,186.54,26.0,7,1.61,4.45,54.56,56.2,40.0
1382,Nika Kukharchuk,RUS,f,U,668.0,173.92,32.0,6,2.48,2.83,50.92,31.14,11.11
1383,Niki Kaliyanda Poonacha,IND,m,R,748.0,186.54,24.0,3,4.11,5.13,58.41,61.85,33.33
1384,Niklas Guttau,GER,m,U,1136.0,186.54,21.0,5,0.59,5.4,52.12,61.81,11.11
1385,Nikola Cacic,SRB,m,R,1530.0,186.54,28.0,30,3.23,3.57,60.5,57.95,38.98
1386,Nikola Mektic,CRO,m,R,327.24,186.54,30.0,32,3.44,2.55,62.53,56.39,50.0
1387,Nikola Milojevic,SRB,m,R,139.0,188.0,26.0,88,10.31,5.69,59.59,53.87,54.65
1388,Nikolas Sanchez Izquierdo,ESP,m,U,311.0,186.54,22.0,21,1.53,4.95,57.22,60.38,48.78
1389,Nils Langer,GER,m,R,281.31,186.54,27.0,28,3.29,4.26,60.44,58.04,50.85
1390,Nina Stojanovic,SRB,f,R,111.0,173.92,24.0,44,5.9,7.43,54.44,52.92,48.48
1391,Nitin Kumar Sinha,IND,m,U,1174.0,186.54,19.0,4,1.39,3.81,63.25,54.97,20.0
1392,Noah Rubin,USA,m,R,388.0,186.54,25.0,54,6.56,4.38,59.0,52.51,52.48
1393,Noelia Zeballos,BOL,f,U,695.0,173.92,24.0,8,0.05,10.05,49.34,42.77,37.5
1394,Novak Djokovic,SRB,m,R,1.0,188.0,34.0,33,10.29,3.38,67.3,63.59,85.45
1395,Nudnida Luangnam,THA,f,R,468.0,173.92,32.0,4,1.04,7.04,52.12,42.88,28.57
1396,Nuno Borges,POR,m,R,263.0,186.54,24.0,12,1.95,2.56,62.76,68.65,56.67
1397,Nuria Parrizas Diaz,ESP,f,R,66.0,173.92,30.0,13,2.4,3.31,52.99,47.78,56.25
1398,Oceane Dodin,FRA,f,R,93.0,173.92,24.0,38,6.97,10.34,53.5,51.76,51.66
1399,Oksana Kalashnikova,GEO,f,L,1508.0,173.92,30.0,7,1.54,7.78,44.68,52.3,25.0
1400,Oleksii Krutykh,UKR,m,R,376.0,186.54,21.0,2,1.93,5.77,64.67,63.24,77.78
1401,Olga Danilovic,SRB,f,L,126.0,173.92,20.0,38,6.09,6.74,55.75,55.28,52.81
1402,Olga Doroshina,RUS,f,L,501.0,173.92,24.0,5,8.01,14.03,50.26,22.6,16.67
1403,Olga Govortsova,BLR,f,R,134.0,182.0,32.0,33,2.63,5.07,52.65,46.69,44.44
1404,Olga Ianchuk,UKR,f,U,919.0,173.92,23.0,6,0.76,5.08,47.41,47.72,22.22
1405,Olga Saez Larra,ESP,f,U,442.0,173.92,23.0,3,0.72,3.3,54.17,44.67,50.0
1406,Olga Savchuk,UKR,f,R,316.17,175.0,30.0,16,2.06,9.13,51.08,52.47,29.17
1407,Olimjon Nabiev,UZB,m,U,1690.0,186.54,16.0,4,1.77,6.68,48.75,45.19,37.5
1408,Oliver Anderson,AUS,m,U,739.86,186.54,18.0,4,0.92,5.73,51.73,42.36,42.86
1409,Oliver Crawford,USA,m,R,384.0,186.54,22.0,9,3.44,3.02,61.81,60.28,35.29
1410,Olivia Gadecki,AUS,f,R,234.0,173.92,19.0,5,3.17,8.78,53.56,35.65,37.5
1411,Olivia Rogowska,AUS,f,R,499.0,173.92,28.0,9,5.67,7.26,55.27,44.03,30.0
1412,Olivia Tjandramulia,AUS,f,R,504.0,173.92,22.0,7,0.39,4.5,47.13,37.47,9.09
1413,Olukayode Alafia Damina Ayeni,USA,m,U,858.0,186.54,21.0,14,3.86,8.33,55.07,43.82,32.14
1414,Omar Giacalone,ITA,m,R,629.0,186.54,29.0,14,1.03,5.56,56.7,52.41,40.74
1415,Omar Jasika,AUS,m,L,312.49,186.54,20.0,23,2.21,5.42,55.38,51.46,49.06
1416,Omar Salman,BEL,m,R,559.76,186.54,22.0,9,1.43,3.46,58.38,46.36,35.29
1417,Ondrej Styler,CZE,m,R,2104.0,186.54,19.0,4,4.11,2.75,59.75,55.3,0.0
1418,Oriol Roca Batalla,ESP,m,R,359.0,186.54,28.0,47,3.91,3.73,58.02,51.83,45.1
1419,Orlando Luz,BRA,m,R,287.0,186.54,23.0,41,5.93,4.37,59.33,56.1,46.08
1420,Oscar Jose Gutierrez,BRA,m,R,556.0,186.54,28.0,22,2.73,3.61,54.95,50.44,40.38
1421,Oscar Otte,GER,m,R,135.0,186.54,28.0,73,18.2,5.98,61.93,56.2,57.91
1422,Otto Virtanen,FIN,m,R,377.0,186.54,20.0,5,2.18,6.88,61.25,54.89,54.55
1423,Pablo Andujar,ESP,m,R,92.0,180.0,35.0,63,3.28,4.82,57.42,52.63,53.37
1424,Pablo Carreno Busta,ESP,m,R,18.0,188.0,30.0,56,7.25,2.32,62.27,60.74,61.49
1425,Pablo Cuevas,URU,m,R,100.0,180.0,35.0,62,17.16,4.17,63.13,57.07,55.43
1426,Pablo Vivero Gonzalez,ESP,m,U,457.0,186.54,23.0,12,1.74,8.1,55.91,46.91,35.0
1427,Paige Mary Hourigan,NZL,f,R,434.0,173.92,23.0,7,0.85,5.82,46.1,47.21,50.0
1428,Palaphoom Kovapitukted,THA,m,R,1060.0,186.54,20.0,4,2.36,4.52,50.16,51.75,22.22
1429,Panna Udvardy,HUN,f,R,139.0,173.92,22.0,10,7.28,7.54,50.86,42.28,28.57
1430,Paolo Lorenzi,ITA,m,R,254.0,183.0,39.0,103,7.47,3.57,59.64,57.18,49.54
1431,Pascal Brunner,AUT,m,R,667.67,186.54,29.0,5,1.66,3.27,56.86,49.18,33.33
1432,Pascal Meis,GER,m,U,1211.0,186.54,24.0,5,1.52,3.54,59.54,58.82,37.5
1433,Patric Prinoth,ITA,m,U,731.4,186.54,24.0,1,2.55,7.14,55.41,58.26,0.0
1434,Patricia Maria Tig,ROU,f,R,213.0,173.92,26.0,43,3.72,7.11,51.99,52.21,50.0
1435,Patricio Heras,ARG,m,R,421.8,186.54,29.0,17,1.64,5.19,56.82,54.72,53.66
1436,Patrick Daciek,USA,m,U,979.0,186.54,26.0,4,0.67,4.66,56.4,51.56,33.33
1437,Patrick Fitzgerald,AUS,m,U,-1.0,186.54,20.0,4,0.41,7.97,49.3,50.18,16.67
1438,Patrick Kypson,USA,m,R,471.0,186.54,21.0,16,3.72,3.95,57.6,54.67,42.42
1439,Patrik Fabian,SVK,m,L,602.2,186.54,22.0,6,1.87,4.63,55.95,53.31,40.0
1440,Patrik Nema,SVK,m,R,1586.0,186.54,20.0,8,3.02,6.33,60.28,50.11,33.33
1441,Patrik Rikl,CZE,m,R,575.0,186.54,22.0,9,1.96,4.87,57.23,54.54,26.32
1442,Patrik Rosenholm,SWE,m,R,754.11,186.54,28.0,8,2.32,3.21,63.89,68.23,55.56
1443,Patty Schnyder,SUI,f,L,202.68,168.0,39.0,9,1.73,3.46,56.34,47.03,48.0
1444,Paul Henri Mathieu,FRA,m,R,98.85,185.0,35.0,39,7.75,5.81,58.53,57.96,44.32
1445,Paul Jubb,GBR,m,R,370.0,186.54,19.0,5,2.94,2.89,61.41,61.13,50.0
1446,Paula Badosa,ESP,f,R,13.0,180.0,23.0,38,10.25,7.07,56.73,54.75,57.69
1447,Paula Cristina Goncalves,BRA,f,R,690.0,173.92,26.0,8,0.99,6.24,51.75,49.02,52.63
1448,Paula Kania,POL,f,R,799.0,173.92,28.0,16,0.96,5.15,48.77,42.99,17.39
1449,Paula Ormaechea,ARG,f,R,220.0,173.92,28.0,22,4.17,2.79,54.77,48.12,55.56
1450,Paulina Bakaite,LTU,f,U,-1.0,173.92,27.0,7,0.06,6.71,46.42,51.28,28.57
1451,Pauline Parmentier,FRA,f,R,86.95,175.0,34.0,54,7.39,5.5,53.99,50.57,46.63
1452,Pavel Kotov,RUS,m,R,270.0,186.54,22.0,51,5.13,3.67,57.81,53.62,51.11
1453,Pavel Krainik,CAN,m,R,1398.0,186.54,26.0,15,2.47,6.76,53.23,52.41,28.21
1454,Pavel Nejedly,CZE,m,U,570.0,186.54,28.0,16,2.56,6.0,54.52,43.58,48.84
1455,Pavel Tsoy,UZB,m,R,1184.57,186.54,23.0,6,0.98,7.8,49.36,32.92,7.14
1456,Pawel Cias,POL,m,R,462.0,186.54,25.0,12,2.41,4.9,55.49,40.86,33.33
1457,Pedja Krstin,SRB,m,R,307.0,186.54,26.0,93,5.92,6.59,58.04,50.52,43.56
1458,Pedro Araujo,POR,m,R,722.0,186.54,46.0,5,0.53,1.19,54.86,53.64,28.57
1459,Pedro Bernardi,BRA,m,U,1371.2,186.54,25.0,3,1.49,9.31,56.64,53.18,40.0
1460,Pedro Cachin,ARG,m,R,261.0,186.54,26.0,72,7.41,4.24,57.54,53.65,46.89
1461,Pedro Martinez,ESP,m,R,58.0,186.54,24.0,89,4.15,5.54,58.0,54.06,56.97
1462,Pedro Sakamoto,BRA,m,R,321.0,186.54,28.0,52,3.46,2.61,58.68,56.36,48.72
1463,Pei Chi Lee,TPE,f,U,692.0,173.92,23.0,4,0.7,10.18,51.4,37.81,42.86
1464,Pemra Ozgen,TUR,f,R,324.0,173.92,35.0,18,5.59,2.15,49.89,43.53,27.59
1465,Pere Riba,ESP,m,R,257.98,183.0,31.0,23,2.8,3.01,58.61,52.87,52.17
1466,Perry Gregg,USA,m,R,1385.0,186.54,20.0,5,2.54,5.97,51.7,31.54,0.0
1467,Peter Bothwell,IRL,m,R,1032.0,186.54,22.0,5,1.38,5.58,61.03,52.33,44.44
1468,Peter Gojowczyk,GER,m,R,86.0,185.0,32.0,81,8.71,5.37,59.85,54.88,50.94
1469,Peter Heller,GER,m,R,408.0,186.54,28.0,23,3.02,2.82,58.55,52.87,36.11
1470,Peter Kobelt,USA,m,U,869.0,186.54,27.0,12,4.84,4.07,65.23,50.38,40.0
1471,Peter Nagy,HUN,m,U,730.0,186.54,26.0,15,0.75,6.31,51.62,49.74,40.62
1472,Peter Torebko,GER,m,R,500.0,186.54,32.0,33,4.63,6.54,59.06,55.34,57.45
1473,Peter Vajda,SVK,m,U,711.8,186.54,22.0,4,1.79,9.03,51.96,35.4,20.0
1474,Petr Michnev,CZE,m,R,866.0,186.54,28.0,25,5.03,3.8,56.87,52.54,43.75
1475,Petr Nouza,CZE,m,U,817.0,186.54,21.0,8,8.01,6.03,60.33,56.43,37.5
1476,Petra Krejsova,CZE,f,R,269.92,173.92,27.0,7,2.33,7.83,55.72,53.68,41.67
1477,Petra Kvitova,CZE,f,L,17.0,183.0,31.0,42,6.86,7.09,60.47,54.36,69.71
1478,Petra Martic,CRO,f,R,47.0,181.0,30.0,44,11.4,4.28,58.85,53.92,59.78
1479,Petros Chrysochos,CYP,m,R,367.0,186.54,25.0,10,4.41,4.6,54.29,40.2,45.16
1480,Petros Tsitsipas,GRE,m,U,739.0,186.54,21.0,7,3.51,6.92,54.27,49.15,12.5
1481,Petru Alexandru Luncanu,ROU,m,L,1334.0,185.0,29.0,5,0.96,3.71,57.85,48.09,33.33
1482,Philip Bester,CAN,m,R,351.44,188.0,28.0,16,2.65,5.04,61.96,52.54,38.24
1483,Philip Davydenko,RUS,m,U,1153.64,186.54,25.0,6,0.91,4.01,61.49,53.27,45.45
1484,Philipp Petzschner,GER,m,R,674.0,185.0,34.0,2,1.41,5.86,59.93,64.6,40.0
1485,Pierre Hugues Herbert,FRA,m,R,104.0,188.0,30.0,56,11.86,5.22,63.08,59.28,54.44
1486,Pietro Licciardi,ITA,m,L,702.38,186.54,24.0,8,1.06,2.75,56.36,46.9,23.08
1487,Pietro Rondoni,ITA,m,U,709.0,186.54,27.0,11,3.98,3.72,56.42,46.77,21.05
1488,Piotr Matuszewski,POL,m,U,1724.0,186.54,19.0,4,2.01,6.47,49.71,46.77,0.0
1489,Pol Toledo Bague,ESP,m,R,576.0,186.54,26.0,21,1.96,7.15,54.11,49.95,48.98
1490,Polina Leykina,RUS,f,R,498.0,173.92,23.0,9,1.44,4.75,51.12,45.26,31.25
1491,Polina Monova,RUS,f,R,1038.0,173.92,25.0,9,0.59,9.88,48.33,51.18,42.11
1492,Polona Hercog,SLO,f,R,124.0,182.0,30.0,53,7.49,5.45,55.21,53.06,46.99
1493,Priscilla Hon,AUS,f,R,215.0,173.92,23.0,29,8.95,4.41,53.79,47.25,51.04
1494,Pruchya Isarow,THA,m,R,875.5,186.54,23.0,7,1.32,6.47,54.76,50.97,44.44
1495,Purav Raja,IND,m,R,1212.86,186.54,32.0,5,2.96,7.07,58.64,52.85,28.57
1496,Puriwat Chatpatcharoen,THA,m,U,1512.0,186.54,23.0,5,2.74,13.97,56.75,54.58,33.33
1497,Qiang Wang,CHN,f,R,80.0,172.0,29.0,49,7.4,3.45,55.69,53.26,57.08
1498,Qinwen Zheng,CHN,f,R,151.0,173.92,18.0,5,5.07,5.02,53.85,54.69,44.44
1499,Qiu Yu Ye,CHN,f,R,1162.0,173.92,20.0,4,0.42,8.08,41.33,43.09,0.0
1500,Quentin Gueydan,FRA,m,U,2104.0,186.54,25.0,5,4.05,4.52,56.15,54.92,30.77
1501,Quentin Halys,FRA,m,R,148.0,186.54,24.0,96,12.47,8.68,60.74,55.91,51.29
1502,Quinn Gleason,USA,f,R,431.0,173.92,26.0,7,0.75,3.49,49.67,45.73,42.86
1503,Quirine Lemoine,NED,f,L,311.0,173.92,27.0,12,2.3,4.47,51.34,43.2,31.58
1504,Radek Stepanek,CZE,m,R,135.07,185.0,38.0,16,6.17,5.11,60.56,55.98,63.64
1505,Radu Albot,MDA,m,R,123.0,175.0,31.0,95,5.4,4.05,58.5,53.96,50.62
1506,Rafael Matos,BRA,m,U,683.0,186.54,25.0,21,2.52,2.63,57.12,55.54,27.78
1507,Rajeev Ram,USA,m,R,112.16,193.0,36.0,30,5.92,3.61,62.51,58.21,41.38
1508,Raleigh Smith,USA,m,U,988.11,186.54,26.0,6,0.97,5.58,50.62,48.19,33.33
1509,Raluca Georgiana Serban,ROU,f,R,298.0,173.92,22.0,7,5.19,6.51,53.12,52.39,22.22
1510,Rameez Junaid,AUS,m,R,-1.0,186.54,35.0,6,2.07,6.94,58.14,41.03,33.33
1511,Ramkumar Ramanathan,IND,m,R,190.0,186.54,26.0,115,13.45,5.29,61.64,54.54,48.06
1512,Raphael Baltensperger,SUI,m,R,1171.0,186.54,21.0,5,1.16,8.92,56.41,48.03,28.57
1513,Raul Brancaccio,ITA,m,U,305.0,186.54,24.0,41,3.0,5.99,56.83,52.72,45.74
1514,Raul Isaias Rosas Zarur,MEX,m,R,952.67,186.54,28.0,5,0.77,11.75,47.06,29.56,16.67
1515,Ray Ho,TPE,m,L,1237.0,186.54,19.0,2,7.21,3.02,60.41,34.53,33.33
1516,Rayane Roumane,FRA,m,R,568.0,186.54,20.0,15,6.35,5.48,58.72,53.82,42.86
1517,Raymond Sarmiento,USA,m,R,470.0,186.54,28.0,30,5.65,3.42,63.48,52.01,54.88
1518,Rebecca Marino,CAN,f,R,147.0,173.92,30.0,13,10.4,3.68,59.89,48.86,50.0
1519,Rebecca Peterson,SWE,f,R,99.0,173.0,26.0,51,5.78,4.53,54.05,49.81,54.07
1520,Rebecca Sramkova,SVK,f,R,176.0,173.92,24.0,24,7.79,5.24,54.38,51.83,39.68
1521,Rebeka Masarova,SUI,f,U,168.0,173.92,17.0,2,1.45,5.3,53.22,46.97,50.0
1522,Reda El Amrani,MAR,m,R,558.44,185.0,29.0,6,1.3,9.5,59.17,63.18,56.25
1523,Reka Luca Jani,HUN,f,R,178.0,173.92,30.0,20,3.09,5.05,49.03,46.74,40.91
1524,Remi Boutillier,FRA,m,U,454.96,186.54,28.0,17,2.46,4.06,62.89,60.95,57.78
1525,Ren Nakamura,JPN,m,R,1712.0,186.54,24.0,2,0.72,4.53,48.81,46.99,0.0
1526,Renata Voracova,CZE,f,R,664.59,173.92,36.0,14,1.28,8.05,49.38,50.99,36.36
1527,Renata Zarazua,MEX,f,R,129.0,173.92,23.0,27,1.47,3.84,52.53,49.77,50.0
1528,Rene Schulte,GER,m,L,-1.0,186.54,27.0,2,2.94,4.88,64.01,66.61,60.0
1529,Renta Tokuda,JPN,m,U,506.0,186.54,21.0,34,4.2,3.51,59.06,51.66,41.46
1530,Renzo Olivo,ARG,m,R,192.0,186.54,29.0,100,5.71,6.52,56.46,53.6,47.37
1531,Rhyne Williams,USA,m,R,940.5,186.54,25.0,3,1.81,4.57,60.86,57.04,50.0
1532,Ricardas Berankis,LTU,m,R,99.0,175.0,31.0,80,9.31,4.08,59.81,55.45,57.2
1533,Ricardo Hocevar,BRA,m,R,537.69,180.0,31.0,8,2.82,3.69,54.29,49.92,38.46
